,County_FIPS,X,bc,Region,ORIG_FID_1,carbonprice,biomassprice,climate_benefit_cumulative,climate_benefit_per_year,sgarea,Negative_emissions_cumulative,Negative_emissions_per_year,year,biomassproduction,zerocb,costpertonne
2596,18089,68662,60 100,Lower Great Lakes,8,60,100,20449.00385,1475.48502,651.7961947,4644.673632,335.1335065,2050,102980.6128,22529.41416,0
2597,18089,68688,70 116,Lower Great Lakes,8,70,116,19644.8037,1403.130521,619.8335614,4462.012058,318.699306,2050,98930.6833,22529.41416,0
2598,18089,68714,80 133,Lower Great Lakes,8,80,133,18834.32878,1334.960393,589.7193753,4277.925267,303.21552,2050,94849.15419,22529.41416,0
2599,18089,68740,90 150,Lower Great Lakes,8,90,150,18064.59301,1268.327292,560.2841721,4103.091741,288.0808461,2050,90972.78632,22529.41416,0
2600,18089,68766,100 166,Lower Great Lakes,8,100,166,17421.34887,1212.630037,535.6798835,3956.988825,275.4300795,2050,87733.42679,22529.41416,0
2601,18089,68792,0 67,Lower Great Lakes,8,0,67,22529.41416,1664.390027,735.2450698,5117.206524,378.0403451,2050,113457.5011,22529.41416,0
2602,18089,68818,40 67,Lower Great Lakes,8,40,67,22242.89973,1640.113843,724.5210539,5052.12922,372.5263868,2050,112014.6224,22529.41416,0
2603,18089,68844,50 83,Lower Great Lakes,8,50,83,21343.43648,1557.878285,688.1934579,4847.830111,353.847857,2050,107484.9505,22529.41416,0
2604,18091,68870,60 100,Lower Great Lakes,8,60,100,51258.00375,4212.849148,2183.772437,19919.4698,1637.163277,2050,308911.6675,59304.4861,0
2605,18091,68896,70 116,Lower Great Lakes,8,70,116,48542.91209,3909.15225,2026.348116,18864.3529,1519.143051,2050,292548.8865,59304.4861,0
2606,18091,68922,80 133,Lower Great Lakes,8,80,133,45906.89065,3634.53223,1883.996086,17839.96362,1412.422445,2050,276662.6303,59304.4861,0
2607,18091,68948,90 150,Lower Great Lakes,8,90,150,43485.44518,3381.620255,1752.896637,16898.96111,1314.137845,2050,262069.5384,59304.4861,0
2608,18091,68974,100 166,Lower Great Lakes,8,100,166,41486.53919,3176.076937,1646.351205,16122.16248,1234.261267,2050,250022.9245,59304.4861,0
2609,18091,69000,0 67,Lower Great Lakes,8,0,67,59304.4861,5171.299094,2680.59454,23046.42853,2009.628324,2050,357404.6266,59304.4861,0
2610,18091,69026,40 67,Lower Great Lakes,8,40,67,57698.95027,4971.699629,2577.130163,22422.49822,1932.061598,2050,347728.6987,59304.4861,0
2611,18091,69052,50 83,Lower Great Lakes,8,50,83,54398.58091,4579.128118,2373.636799,21139.93544,1779.50364,2050,327838.681,59304.4861,0
2612,18093,69078,60 100,Lower Great Lakes,8,60,100,3963.689349,293.5390544,274.4122294,2410.022795,178.4791264,2050,59506.95672,4138.517783,0
2613,18093,69104,70 116,Lower Great Lakes,8,70,116,3896.425427,287.089201,268.3826445,2369.124639,174.5574533,2050,58497.12196,4138.517783,0
2614,18093,69130,80 133,Lower Great Lakes,8,80,133,3823.460313,280.9143249,262.6101196,2324.760015,170.8029734,2050,57401.69508,4138.517783,0
2615,18093,69156,90 150,Lower Great Lakes,8,90,150,3748.348219,273.9495681,256.099182,2279.089973,166.5682261,2050,56274.03554,4138.517783,0
2616,18093,69182,100 166,Lower Great Lakes,8,100,166,3685.23261,267.9703044,250.5095236,2240.714096,162.9326835,2050,55326.47949,4138.517783,0
2617,18093,69208,0 67,Lower Great Lakes,8,0,67,4138.517783,310.2126229,289.9993584,2516.322879,188.6170753,2050,62131.65991,4138.517783,0
2618,18093,69234,40 67,Lower Great Lakes,8,40,67,4093.930639,305.9978592,286.0592261,2489.212775,186.054393,2050,61462.27213,4138.517783,0
2619,18093,69260,50 83,Lower Great Lakes,8,50,83,4030.774387,300.1376365,280.580852,2450.812185,182.4912302,2050,60514.1059,4138.517783,0
2620,18095,69286,60 100,Lower Great Lakes,8,60,100,25086.76089,1842.790838,1025.382767,8654.445457,635.7270618,2050,190074.4536,28452.12398,0
2621,18095,69312,70 116,Lower Great Lakes,8,70,116,23835.43571,1727.149971,961.0368039,8222.762564,595.833208,2050,180593.5584,28452.12398,0
2622,18095,69338,80 133,Lower Great Lakes,8,80,133,22606.48997,1620.349361,901.6098181,7798.800141,558.9890711,2050,171282.2252,28452.12398,0
2623,18095,69364,90 150,Lower Great Lakes,8,90,150,21467.0112,1519.85538,845.6920249,7405.70209,524.3205985,2050,162648.7549,28452.12398,0
2624,18095,69390,100 166,Lower Great Lakes,8,100,166,20522.3647,1437.025981,799.603323,7079.817388,495.7460642,2050,155491.4672,28452.12398,0
2625,18095,69416,0 67,Lower Great Lakes,8,0,67,28452.12398,2161.722857,1202.845879,9815.430385,745.7524166,2050,215572.7454,28452.12398,0
2626,18095,69442,40 67,Lower Great Lakes,8,40,67,28003.0405,2120.649162,1179.991273,9660.505304,731.5827893,2050,212170.1819,28452.12398,0
2627,18095,69468,50 83,Lower Great Lakes,8,50,83,26519.74381,1978.993851,1101.170111,9148.796744,682.7144571,2050,200931.712,28452.12398,0
2628,18097,69494,60 100,Lower Great Lakes,8,60,100,1807.126585,134.174074,71.77230677,786.0428184,58.36147182,2050,14234.07909,2021.491586,0
2629,18097,69520,70 116,Lower Great Lakes,8,70,116,1728.76159,126.5755011,67.7076832,751.9565277,55.05633333,2050,13616.82651,2021.491586,0
2630,18097,69546,80 133,Lower Great Lakes,8,80,133,1650.339571,119.4550941,63.89883981,717.8454338,51.95918184,2050,12999.12478,2021.491586,0
2631,18097,69572,90 150,Lower Great Lakes,8,90,150,1576.265706,112.5921108,60.2276973,685.625649,48.97400149,2050,12415.67188,2021.491586,0
2632,18097,69598,100 166,Lower Great Lakes,8,100,166,1514.228328,106.8634471,57.16332432,658.641355,46.48221426,2050,11927.02601,2021.491586,0
2633,18097,69624,0 67,Lower Great Lakes,8,0,67,2021.491586,155.3770815,83.11420547,879.284803,67.5841084,2050,15922.55426,2021.491586,0
2634,18097,69650,40 67,Lower Great Lakes,8,40,67,1983.723561,151.7523768,81.17528085,862.8569088,66.00747668,2050,15625.06927,2021.491586,0
2635,18097,69676,50 83,Lower Great Lakes,8,50,83,1894.809823,142.9150714,76.44803531,824.1822492,62.16352879,2050,14924.72807,2021.491586,0
2636,18099,69702,60 100,Lower Great Lakes,8,60,100,26995.30544,2005.796526,1266.533154,12110.4453,899.8264224,2050,206659.2431,30433.08279,0
2637,18099,69728,70 116,Lower Great Lakes,8,70,116,25732.02281,1886.746734,1191.360769,11543.72027,846.4191362,2050,196988.3382,30433.08279,0
2638,18099,69754,80 133,Lower Great Lakes,8,80,133,24484.62512,1776.489331,1121.74022,10984.12144,796.9562308,2050,187439.0384,30433.08279,0
2639,18099,69780,90 150,Lower Great Lakes,8,90,150,23322.00625,1671.917185,1055.709549,10462.55549,750.0438052,2050,178538.7526,30433.08279,0
2640,18099,69806,100 166,Lower Great Lakes,8,100,166,22356.53299,1585.551081,1001.174838,10029.43161,711.2988472,2050,171147.6907,30433.08279,0
2641,18099,69832,0 67,Lower Great Lakes,8,0,67,30433.08279,2337.542424,1476.009625,13652.67695,1048.651949,2050,232976.7251,30433.08279,0
2642,18099,69858,40 67,Lower Great Lakes,8,40,67,29908.62644,2288.634938,1445.127653,13417.39901,1026.711414,2050,228961.814,30433.08279,0
2643,18099,69884,50 83,Lower Great Lakes,8,50,83,28431.41298,2145.019759,1354.443786,12754.70183,962.2837764,2050,217653.1879,30433.08279,0
2644,18101,69910,60 100,Lower Great Lakes,8,60,100,4819.535784,365.634388,309.6532723,3065.437132,232.5595825,2050,67211.21001,5115.066708,0
2645,18101,69936,70 116,Lower Great Lakes,8,70,116,4707.616898,354.4867445,300.212409,2994.251789,225.46919,2050,65650.43651,5115.066708,0
2646,18101,69962,80 133,Lower Great Lakes,8,80,133,4589.42992,343.8219582,291.1804741,2919.079663,218.685916,2050,64002.25085,5115.066708,0
2647,18101,69988,90 150,Lower Great Lakes,8,90,150,4471.302914,332.456221,281.5549087,2843.945682,211.4568063,2050,62354.90153,5115.066708,0
2648,18101,70014,100 166,Lower Great Lakes,8,100,166,4371.612961,322.7504635,273.3351688,2780.538479,205.2835168,2050,60964.66756,5115.066708,0
2649,18101,70040,0 67,Lower Great Lakes,8,0,67,5115.066708,395.3614473,334.8289163,3253.407823,251.4673021,2050,71332.55944,5115.066708,0
2650,18101,70066,40 67,Lower Great Lakes,8,40,67,5047.182176,388.4786061,328.9998849,3210.230268,247.0895118,2050,70385.87042,5115.066708,0
2651,18101,70092,50 83,Lower Great Lakes,8,50,83,4935.618627,377.4985439,319.7009451,3139.270936,240.1057084,2050,68830.05231,5115.066708,0
2652,18103,70118,60 100,Lower Great Lakes,8,60,100,23550.58972,1748.064167,880.1720571,10666.62041,791.7397033,2050,150737.3664,26345.12433,0
2653,18103,70144,70 116,Lower Great Lakes,8,70,116,22509.84428,1649.745086,830.6671765,10195.24213,747.2086605,2050,144075.995,26345.12433,0
2654,18103,70170,80 133,Lower Great Lakes,8,80,133,21471.95789,1557.773691,784.3584351,9725.158773,705.5526356,2050,137432.9231,26345.12433,0
2655,18103,70196,90 150,Lower Great Lakes,8,90,150,20495.59623,1469.591272,739.9574898,9282.94143,665.6127273,2050,131183.6449,26345.12433,0
2656,18103,70222,100 166,Lower Great Lakes,8,100,166,19680.19432,1396.196226,703.0021708,8913.626573,632.3703708,2050,125964.6021,26345.12433,0
2657,18103,70248,0 67,Lower Great Lakes,8,0,67,26345.12433,2017.113601,1015.641794,11932.33138,913.5985703,2050,168624.0008,26345.12433,0
2658,18103,70274,40 67,Lower Great Lakes,8,40,67,25912.31566,1976.987709,995.4379088,11736.30208,895.4246027,2050,165853.7755,26345.12433,0
2659,18103,70300,50 83,Lower Great Lakes,8,50,83,24721.20558,1861.532513,937.3047813,11196.82008,843.1322075,2050,158229.9836,26345.12433,0
2660,18105,70326,60 100,Lower Great Lakes,8,60,100,1672.270152,133.7271734,107.7230931,925.8719806,74.03961783,2050,20750.06876,1687.589169,0
2661,18105,70352,70 116,Lower Great Lakes,8,70,116,1661.890681,132.5363812,106.7638578,920.1252648,73.38032173,2050,20621.27693,1687.589169,0
2662,18105,70378,80 133,Lower Great Lakes,8,80,133,1649.249961,131.4904059,105.9212789,913.1265823,72.80120524,2050,20464.4268,1687.589169,0
2663,18105,70404,90 150,Lower Great Lakes,8,90,150,1634.548282,129.8897606,104.631889,904.9868252,71.91498919,2050,20282.00361,1687.589169,0
2664,18105,70430,100 166,Lower Great Lakes,8,100,166,1622.949528,128.5421002,103.5462896,898.5650387,71.16884124,2050,20138.08251,1687.589169,0
2665,18105,70456,0 67,Lower Great Lakes,8,0,67,1687.589169,135.4705317,109.1274445,934.3535341,75.00484858,2050,20940.15208,1687.589169,0
2666,18105,70482,40 67,Lower Great Lakes,8,40,67,1687.133772,135.378021,109.0529231,934.1013985,74.95362893,2050,20934.50137,1687.589169,0
2667,18105,70508,50 83,Lower Great Lakes,8,50,83,1680.318614,134.7302894,108.531147,930.3281063,74.59500477,2050,20849.93669,1687.589169,0
2668,18107,70534,60 100,Lower Great Lakes,8,60,100,29803.37495,2107.177867,1301.948863,16144.77094,1141.47824,2050,243246.4603,34276.34259,0
2669,18107,70560,70 116,Lower Great Lakes,8,70,116,28108.06998,1961.480394,1211.927673,15226.40816,1062.552537,2050,229409.8752,34276.34259,0
2670,18107,70586,80 133,Lower Great Lakes,8,80,133,26473.11317,1828.632338,1129.845672,14340.73654,990.5874849,2050,216065.8342,34276.34259,0
2671,18107,70612,90 150,Lower Great Lakes,8,90,150,24983.90775,1706.225937,1054.215192,13534.01984,924.2787765,2050,203911.3736,34276.34259,0
2672,18107,70638,100 166,Lower Great Lakes,8,100,166,23761.74197,1606.397211,992.5346384,12871.96104,870.2006083,2050,193936.4127,34276.34259,0
2673,18107,70664,0 67,Lower Great Lakes,8,0,67,34276.34259,2501.733538,1545.730518,18567.81995,1355.21279,2050,279753.5185,34276.34259,0
2674,18107,70690,40 67,Lower Great Lakes,8,40,67,33889.44947,2469.586886,1525.868266,18358.23627,1337.798644,2050,276595.8097,34276.34259,0
2675,18107,70716,50 83,Lower Great Lakes,8,50,83,31789.56607,2282.522952,1410.288238,17220.70951,1236.464336,2050,259457.1733,34276.34259,0
2676,18109,70742,60 100,Lower Great Lakes,8,60,100,12512.78211,943.1081431,579.4212187,5582.523605,420.763618,2050,112503.1702,13805.42457,0
2677,18109,70768,70 116,Lower Great Lakes,8,70,116,12048.69901,898.0598686,551.7447255,5375.474939,400.6655251,2050,108330.5714,13805.42457,0
2678,18109,70794,80 133,Lower Great Lakes,8,80,133,11577.76154,855.4908929,525.5914493,5165.368225,381.6735608,2050,104096.3446,13805.42457,0
2679,18109,70820,90 150,Lower Great Lakes,8,90,150,11126.61404,813.4810446,499.7816864,4964.09072,362.9310487,2050,100040.0505,13805.42457,0
2680,18109,70846,100 166,Lower Great Lakes,8,100,166,10747.25045,778.1627982,478.0830705,4794.839295,347.1739659,2050,96629.16982,13805.42457,0
2681,18109,70872,0 67,Lower Great Lakes,8,0,67,13805.42457,1070.965288,657.9733374,6159.230445,477.8065301,2050,124125.3957,13805.42457,0
2682,18109,70898,40 67,Lower Great Lakes,8,40,67,13531.27127,1044.017492,641.4173091,6036.918137,465.7838872,2050,121660.467,13805.42457,0
2683,18109,70924,50 83,Lower Great Lakes,8,50,83,13022.38128,993.8500329,610.5957217,5809.879069,443.4018926,2050,117085.0068,13805.42457,0
2684,18111,70950,60 100,Lower Great Lakes,8,60,100,36240.4304,2663.451823,1302.667986,8781.135183,645.3601751,2050,204068.9512,39870.94167,0
2685,18111,70976,70 116,Lower Great Lakes,8,70,116,34854.87981,2534.625632,1239.660368,8445.413258,614.1453087,2050,196266.9507,39870.94167,0
2686,18111,71002,80 133,Lower Great Lakes,8,80,133,33455.23238,2413.195248,1180.269966,8106.275638,584.7224622,2050,188385.5712,39870.94167,0
2687,18111,71028,90 150,Lower Great Lakes,8,90,150,32122.75847,2294.207793,1122.074377,7783.41431,555.8915427,2050,180882.4442,39870.94167,0
2688,18111,71054,100 166,Lower Great Lakes,8,100,166,31008.70998,2194.666515,1073.389721,7513.477936,531.7724745,2050,174609.2652,39870.94167,0
2689,18111,71080,0 67,Lower Great Lakes,8,0,67,39870.94167,3005.282438,1469.853964,9660.815968,728.1864773,2050,224512.2688,39870.94167,0
2690,18111,71106,40 67,Lower Great Lakes,8,40,67,39316.80257,2955.534688,1445.522831,9526.546857,716.1324893,2050,221391.9254,39870.94167,0
2691,18111,71132,50 83,Lower Great Lakes,8,50,83,37776.2137,2809.801515,1374.246175,9153.258819,680.8210241,2050,212716.9083,39870.94167,0
2692,18113,71158,60 100,Lower Great Lakes,8,60,100,20585.13709,1484.615158,777.5713317,10973.30995,791.4031479,2050,129737.7965,23510.83354,0
2693,18113,71184,70 116,Lower Great Lakes,8,70,116,19497.98244,1387.788558,726.8581297,10393.7809,739.7878348,2050,122886.0059,23510.83354,0
2694,18113,71210,80 133,Lower Great Lakes,8,80,133,18438.91181,1298.785004,680.24227,9829.222589,692.3427496,2050,116211.2148,23510.83354,0
2695,18113,71236,90 150,Lower Great Lakes,8,90,150,17464.70058,1215.865815,636.8131132,9309.900237,648.1410539,2050,110071.25,23510.83354,0
2696,18113,71262,100 166,Lower Great Lakes,8,100,166,16659.88656,1147.790204,601.1583221,8880.878386,611.852018,2050,104998.9108,23510.83354,0
2697,18113,71288,0 67,Lower Great Lakes,8,0,67,23510.83354,1751.209753,917.2009946,12532.90967,933.516611,2050,148176.9942,23510.83354,0
2698,18113,71314,40 67,Lower Great Lakes,8,40,67,23155.62835,1720.576534,901.1567605,12343.56059,917.1869743,2050,145938.3139,23510.83354,0
2699,18113,71340,50 83,Lower Great Lakes,8,50,83,21842.25497,1599.584151,837.7866626,11643.44123,852.6896183,2050,137660.7801,23510.83354,0
2700,18115,71366,60 100,Lower Great Lakes,8,60,100,47.48641762,3.406296882,32.39907496,211.6630134,15.18301651,2050,7222.973174,46.29115723,0.338819819
2701,18115,71392,70 116,Lower Great Lakes,8,70,116,47.97470381,3.443566913,32.75356976,213.8394699,15.34914163,2050,7297.244475,46.29115723,0.551106214
2702,18115,71418,80 133,Lower Great Lakes,8,80,133,48.45226373,3.487601742,33.1724081,215.9681159,15.54541975,2050,7369.884247,46.29115723,0.800527983
2703,18115,71444,90 150,Lower Great Lakes,8,90,150,48.89573798,3.522953771,33.50865978,217.9448305,15.70299569,2050,7437.33938,46.29115723,1.075557826
2704,18115,71470,100 166,Lower Great Lakes,8,100,166,49.41203512,3.562799195,33.88765048,220.2461414,15.88060021,2050,7515.871317,46.29115723,1.416995492
2705,18115,71496,0 67,Lower Great Lakes,8,0,67,46.29115723,3.310432289,31.48725657,206.3353338,14.75571561,2050,7041.166792,46.29115723,0
2706,18115,71522,40 67,Lower Great Lakes,8,40,67,46.4129485,3.320948149,31.58727843,206.8781986,14.80258836,2050,7059.691986,46.29115723,0.023548401
2707,18115,71548,50 83,Lower Great Lakes,8,50,83,46.93902567,3.36370307,31.99394289,209.2231024,14.99316149,2050,7139.711526,46.29115723,0.154827177
2708,18117,71574,60 100,Lower Great Lakes,8,60,100,5865.122077,428.5680447,344.6780238,3335.933493,243.7586935,2050,78421.38424,5835.545231,0.53196826
2709,18117,71600,70 116,Lower Great Lakes,8,70,116,5867.455636,428.3561408,344.507599,3337.260763,243.6381679,2050,78452.58581,5835.545231,0.669329884
2710,18117,71626,80 133,Lower Great Lakes,8,80,133,5865.03689,428.8827637,344.9311382,3335.885042,243.9376977,2050,78420.24523,5835.545231,0.707258408
2711,18117,71652,90 150,Lower Great Lakes,8,90,150,5856.678376,427.8748447,344.1205142,3331.13093,243.3644188,2050,78308.4852,5835.545231,0.57097217
2712,18117,71678,100 166,Lower Great Lakes,8,100,166,5858.518376,427.5666607,343.8726557,3332.177475,243.1891315,2050,78333.08747,5835.545231,0.689433405
2713,18117,71704,0 67,Lower Great Lakes,8,0,67,5835.545231,426.6740664,343.1547822,3319.11093,242.6814464,2050,78025.91811,5835.545231,0
2714,18117,71730,40 67,Lower Great Lakes,8,40,67,5843.388172,427.290303,343.6503936,3323.571797,243.0319463,2050,78130.78452,5835.545231,0.094391718
2715,18117,71756,50 83,Lower Great Lakes,8,50,83,5854.863614,428.2710747,344.4391842,3330.098739,243.5897844,2050,78284.22037,5835.545231,0.29005721
2716,18119,71782,60 100,Lower Great Lakes,8,60,100,7182.319267,634.6849771,546.6050079,3720.619958,328.7825986,2050,93320.28911,7369.613306,0
2717,18119,71808,70 116,Lower Great Lakes,8,70,116,7074.921691,620.7108752,534.5701964,3664.985343,321.5436664,2050,91924.86619,7369.613306,0
2718,18119,71834,80 133,Lower Great Lakes,8,80,133,6954.735432,607.1871909,522.9232947,3602.725873,314.5380617,2050,90363.2792,7369.613306,0
2719,18119,71860,90 150,Lower Great Lakes,8,90,150,6826.705883,591.0972219,509.0662507,3536.403383,306.2030577,2050,88699.78387,7369.613306,0
2720,18119,71886,100 166,Lower Great Lakes,8,100,166,6716.673005,576.9982815,496.9239254,3479.403617,298.899456,2050,87270.12033,7369.613306,0
2721,18119,71912,0 67,Lower Great Lakes,8,0,67,7369.613306,658.9351434,567.4897977,3817.642927,341.3447877,2050,95753.81138,7369.613306,0
2722,18119,71938,40 67,Lower Great Lakes,8,40,67,7374.595715,659.2575068,567.7674243,3820.223938,341.51178,2050,95818.5481,7369.613306,0.052168756
2723,18119,71964,50 83,Lower Great Lakes,8,50,83,7283.0248,648.1831716,558.2299572,3772.787928,335.774999,2050,94628.76192,7369.613306,0
2724,18121,71990,60 100,Lower Great Lakes,8,60,100,17750.23419,1299.315798,790.3323926,10044.51968,735.2580798,2050,153124.3171,19511.81511,0
2725,18121,72016,70 116,Lower Great Lakes,8,70,116,17080.62356,1237.532859,752.7517994,9665.599772,700.2962902,2050,147347.8485,19511.81511,0
2726,18121,72042,80 133,Lower Great Lakes,8,80,133,16402.55136,1179.133304,717.2292112,9281.891615,667.2490936,2050,141498.3852,19511.81511,0
2727,18121,72068,90 150,Lower Great Lakes,8,90,150,15755.39694,1121.73144,682.3134871,8915.679247,634.7664717,2050,135915.6375,19511.81511,0
2728,18121,72094,100 166,Lower Great Lakes,8,100,166,15213.2516,1073.59956,653.0363983,8608.889518,607.5295569,2050,131238.7621,19511.81511,0
2729,18121,72120,0 67,Lower Great Lakes,8,0,67,19511.81511,1463.287205,890.070974,11041.36479,828.0463781,2050,168320.7856,19511.81511,0
2730,18121,72146,40 67,Lower Great Lakes,8,40,67,19230.80683,1438.563226,875.0321649,10882.34755,814.0555485,2050,165896.6372,19511.81511,0
2731,18121,72172,50 83,Lower Great Lakes,8,50,83,18490.26764,1369.205577,832.8441176,10463.29052,774.8073752,2050,159508.2957,19511.81511,0
2732,18123,72198,60 100,Lower Great Lakes,8,60,100,3089.069425,222.8709787,150.2669054,1918.11158,138.3884097,2050,36510.29727,3085.155751,0.122422713
2733,18123,72224,70 116,Lower Great Lakes,8,70,116,3085.968274,222.3696113,149.928867,1916.185967,138.077093,2050,36473.64418,3085.155751,0.029682192
2734,18123,72250,80 133,Lower Great Lakes,8,80,133,3080.026046,222.2035057,149.8168732,1912.496229,137.9739523,2050,36403.41186,3085.155751,0
2735,18123,72276,90 150,Lower Great Lakes,8,90,150,3070.899915,221.2672141,149.1855948,1906.829494,137.392576,2050,36295.5484,3085.155751,0
2736,18123,72302,100 166,Lower Great Lakes,8,100,166,3067.308282,220.705936,148.8071627,1904.599323,137.0440587,2050,36253.0982,3085.155751,0
2737,18123,72328,30 50,Lower Great Lakes,8,30,50,3071.914696,221.7143387,149.4870608,1907.459607,137.6702113,2050,36307.54228,3085.155751,0
2738,18123,72354,0 67,Lower Great Lakes,8,0,67,3085.155751,222.9294365,150.3063195,1915.681443,138.4247082,2050,36464.04082,3085.155751,0
2739,18123,72380,40 67,Lower Great Lakes,8,40,67,3086.564598,223.0050738,150.3573167,1916.556245,138.4716741,2050,36480.69224,3085.155751,0.029403704
2740,18123,72406,50 83,Lower Great Lakes,8,50,83,3088.272873,223.1193212,150.434346,1917.616973,138.5426143,2050,36500.88268,3085.155751,0.081275926
2741,18125,72432,60 100,Lower Great Lakes,8,60,100,9726.924056,780.0546648,684.8460078,6023.981058,483.0956321,2050,147959.6446,9817.450042,0
2742,18125,72458,70 116,Lower Great Lakes,8,70,116,9663.007693,772.7757142,678.455481,5984.397017,478.5877054,2050,146987.3904,9817.450042,0
2743,18125,72484,80 133,Lower Great Lakes,8,80,133,9585.3677,766.1908185,672.674297,5936.313795,474.5096138,2050,145806.3813,9817.450042,0
2744,18125,72510,90 150,Lower Great Lakes,8,90,150,9495.673859,756.484424,664.1526051,5880.765505,468.4983469,2050,144442.0169,9817.450042,0
2745,18125,72536,100 166,Lower Great Lakes,8,100,166,9423.778181,748.2110134,656.8889959,5836.239795,463.3745412,2050,143348.3866,9817.450042,0
2746,18125,72562,0 67,Lower Great Lakes,8,0,67,9817.450042,790.193269,693.7471566,6080.044704,489.3745708,2050,149336.667,9817.450042,0
2747,18125,72588,40 67,Lower Great Lakes,8,40,67,9820.510229,790.277674,693.8212596,6081.939908,489.4268436,2050,149383.2166,9817.450042,0.020126389
2748,18125,72614,50 83,Lower Great Lakes,8,50,83,9777.568933,786.1656674,690.2111391,6055.345935,486.8802369,2050,148730.0215,9817.450042,0
2749,18127,72640,60 100,Lower Great Lakes,8,60,100,22493.9627,1618.073185,704.6898277,7247.030373,521.3054574,2050,112564.7657,24155.90803,0
2750,18127,72666,70 116,Lower Great Lakes,8,70,116,21841.11605,1559.111803,679.0114553,7036.698401,502.3094748,2050,109297.7766,24155.90803,0
2751,18127,72692,80 133,Lower Great Lakes,8,80,133,21163.27676,1502.645862,654.4198765,6818.314386,484.1174651,2050,105905.7189,24155.90803,0
2752,18127,72718,90 150,Lower Great Lakes,8,90,150,20500.80575,1444.847089,629.2478337,6604.881669,465.4960478,2050,102590.5674,24155.90803,0
2753,18127,72744,100 166,Lower Great Lakes,8,100,166,19944.79273,1395.940478,607.9484316,6425.747238,449.7394779,2050,99808.15522,24155.90803,0
2754,18127,72770,0 67,Lower Great Lakes,8,0,67,24155.90803,1767.431007,769.7369088,7782.470412,569.4250655,2050,120881.5078,24155.90803,0
2755,18127,72796,40 67,Lower Great Lakes,8,40,67,23880.29968,1744.641041,759.8116116,7693.675827,562.0826698,2050,119502.3026,24155.90803,0
2756,18127,72822,50 83,Lower Great Lakes,8,50,83,23195.59294,1682.789047,732.8743438,7473.079277,542.1553994,2050,116075.8786,24155.90803,0
2757,18129,72848,60 100,Lower Great Lakes,8,60,100,21023.38385,1568.243274,1121.709706,13820.25463,1030.924495,2050,281626.3643,22697.85432,0
2758,18129,72874,70 116,Lower Great Lakes,8,70,116,20409.77941,1509.314089,1079.559716,13416.88619,992.1859003,2050,273406.6034,22697.85432,0
2759,18129,72900,80 133,Lower Great Lakes,8,80,133,19772.70898,1452.626882,1039.013334,12998.09178,954.9211266,2050,264872.4954,22697.85432,0
2760,18129,72926,90 150,Lower Great Lakes,8,90,150,19149.09139,1395.03802,997.8220298,12588.14094,917.0636274,2050,256518.5997,22697.85432,0
2761,18129,72952,100 166,Lower Great Lakes,8,100,166,18621.71555,1345.948244,962.7098258,12241.45706,884.7932183,2050,249453.9454,22697.85432,0
2762,18129,72978,30 50,Lower Great Lakes,8,30,50,22562.47812,1717.436997,1228.422771,14832.01729,1129.000773,2050,302243.8599,22697.85432,0
2763,18129,73004,0 67,Lower Great Lakes,8,0,67,22697.85432,1731.376233,1238.39302,14921.01026,1138.164083,2050,304057.3408,22697.85432,0
2764,18129,73030,40 67,Lower Great Lakes,8,40,67,22319.28467,1694.002022,1211.660551,14672.14791,1113.595197,2050,298986.0738,22697.85432,0
2765,18129,73056,50 83,Lower Great Lakes,8,50,83,21679.33567,1632.277969,1167.511489,14251.4612,1073.019326,2050,290413.4048,22697.85432,0
2766,18131,73082,60 100,Lower Great Lakes,8,60,100,47110.93634,3667.667356,1802.759248,18842.02681,1466.884168,2050,263456.7152,49655.95362,0
2767,18131,73108,70 116,Lower Great Lakes,8,70,116,46015.83817,3553.243243,1746.516654,18404.04211,1421.120225,2050,257332.6389,49655.95362,0
2768,18131,73134,80 133,Lower Great Lakes,8,80,133,44853.46596,3443.270154,1692.46186,17939.15115,1377.136469,2050,250832.3486,49655.95362,0
2769,18131,73160,90 150,Lower Great Lakes,8,90,150,43689.95245,3326.078302,1634.858846,17473.80373,1330.265569,2050,244325.6758,49655.95362,0
2770,18131,73186,100 166,Lower Great Lakes,8,100,166,42709.0916,3226.176604,1585.754417,17081.50827,1290.309868,2050,238840.4446,49655.95362,0
2771,18131,73212,0 67,Lower Great Lakes,8,0,67,49655.95362,3938.274648,1935.770166,19859.90689,1575.113599,2050,277689.1195,49655.95362,0
2772,18131,73238,40 67,Lower Great Lakes,8,40,67,49333.661,3901.768879,1917.826577,19731.0059,1560.513111,2050,275886.7746,49655.95362,0
2773,18131,73264,50 83,Lower Great Lakes,8,50,83,48247.57791,3789.613665,1862.699209,19296.62679,1515.656614,2050,269813.113,49655.95362,0
2774,18133,73290,60 100,Lower Great Lakes,8,60,100,19486.04699,1465.690418,994.7325629,9993.235905,751.6655442,2050,185459.7103,20778.78818,0
2775,18133,73316,70 116,Lower Great Lakes,8,70,116,18970.08903,1415.25858,960.5055588,9728.631722,725.8020502,2050,180549.0472,20778.78818,0
2776,18133,73342,80 133,Lower Great Lakes,8,80,133,18428.61142,1366.706803,927.5545123,9450.940023,700.9027283,2050,175395.4991,20778.78818,0
2777,18133,73368,90 150,Lower Great Lakes,8,90,150,17893.22416,1316.255044,893.3139887,9176.3717,675.0290183,2050,170299.9162,20778.78818,0
